timestamp,latitude,longitude,temperature,humidity,surface_pressure,wind_speed,elevation,slope_degree,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,soil_moisture,hot_days_streak,flood_risk_target,landslide_risk_target,cyclone_risk_target,heatwave_risk_target,drought_risk_target,event_name,data_provenance,event_id,delta_wind_12h,delta_pressure_12h
2005-07-29,19.076,72.8777,28.4,82.03,1003.52,27.8,15.0,8.0,3.51,7.02,12.29,21.06,35.1,138.9,262.3,0.95,0,3,1,0,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,6.12,-1.39
2005-07-30,19.076,72.8777,28.4,84.93,1003.41,28.1,15.0,8.0,3.88,7.76,13.58,23.28,38.8,109.3,291.3,0.95,0,1,1,0,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,6.18,-1.41
2005-07-31,19.076,72.8777,27.2,90.92,1003.41,28.1,15.0,8.0,6.78,13.56,23.73,40.68,67.8,141.7,345.2,0.95,0,1,1,0,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,6.18,-1.41
2005-08-01,19.076,72.8777,27.2,98.0,1000.12,37.5,15.0,8.0,13.05,26.1,45.67,78.3,130.5,237.1,447.8,0.95,0,1,1,1,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,8.25,-1.88
2005-08-02,19.076,72.8777,27.2,97.35,1000.12,37.5,15.0,8.0,3.35,6.7,11.72,20.1,33.5,231.8,409.5,0.95,0,1,1,1,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,8.25,-1.88
2005-08-03,19.076,72.8777,27.2,92.35,1000.12,37.5,15.0,8.0,1.84,3.68,6.44,11.04,18.4,182.4,359.5,0.95,0,1,1,1,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,8.25,-1.88
2005-08-04,19.076,72.8777,27.2,90.58,1000.12,37.5,15.0,8.0,1.77,3.54,6.19,10.62,17.7,69.6,341.8,0.95,0,1,1,1,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,8.25,-1.88
2005-08-05,19.076,72.8777,27.2,90.34,1000.12,37.5,15.0,8.0,3.27,6.54,11.45,19.62,32.7,68.8,339.4,0.95,0,1,1,1,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,8.25,-1.88
2005-08-06,19.076,72.8777,27.2,88.22,1000.12,37.5,15.0,8.0,1.76,3.52,6.16,10.56,17.6,68.0,318.2,0.95,0,1,1,1,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,8.25,-1.88
2005-08-07,19.076,72.8777,27.2,82.98,1000.12,37.5,15.0,8.0,1.54,3.08,5.39,9.24,15.4,65.7,265.8,0.95,0,1,1,1,0,0,Mumbai Great Deluge 2005,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),34,8.25,-1.88
2005-08-17,29.9511,-90.0715,32.3,55.33,1007.16,17.4,450.0,8.0,0.11,0.22,0.39,0.66,1.1,5.7,14.8,0.274,0,0,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,3.83,-0.87
2005-08-18,29.9511,-90.0715,32.3,55.52,1007.16,17.4,450.0,8.0,0.29,0.58,1.01,1.74,2.9,4.9,16.7,0.283,0,0,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,3.83,-0.87
2005-08-19,29.9511,-90.0715,32.3,55.23,1007.16,17.4,450.0,8.0,0.14,0.28,0.49,0.84,1.4,5.4,13.8,0.269,0,0,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,3.83,-0.87
2005-08-20,29.9511,-90.0715,32.7,54.8,1007.16,17.4,450.0,8.0,0.06,0.12,0.21,0.36,0.6,4.9,11.5,0.258,0,0,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,3.83,-0.87
2005-08-21,29.9511,-90.0715,32.7,55.25,1007.16,17.4,450.0,8.0,0.54,1.08,1.89,3.24,5.4,7.4,16.0,0.28,0,0,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,3.83,-0.87
2005-08-22,29.9511,-90.0715,32.8,54.89,1008.6,13.3,450.0,8.0,0.06,0.12,0.21,0.36,0.6,6.6,12.9,0.265,0,0,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,2.93,-0.66
2005-08-23,29.9511,-90.0715,32.8,56.8,1008.6,13.3,450.0,8.0,2.0,4.0,7.0,12.0,20.0,26.0,32.0,0.36,0,0,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,2.93,-0.66
2005-08-24,29.9511,-90.0715,32.8,57.36,1008.6,13.3,450.0,8.0,0.67,1.34,2.34,4.02,6.7,27.3,37.6,0.388,0,0,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,2.93,-0.66
2005-08-25,29.9511,-90.0715,32.8,57.73,1008.6,13.3,450.0,8.0,0.66,1.32,2.31,3.96,6.6,33.3,41.3,0.407,0,1,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,2.93,-0.66
2005-08-26,29.9511,-90.0715,32.8,57.92,1008.6,13.3,450.0,8.0,0.33,0.66,1.15,1.98,3.3,16.6,43.2,0.416,0,1,0,3,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,2.93,-0.66
2005-08-27,29.9511,-90.0715,32.8,57.88,1007.51,16.4,450.0,8.0,0.02,0.04,0.07,0.12,0.2,10.1,42.8,0.414,0,1,0,3,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,3.61,-0.82
2005-08-28,29.9511,-90.0715,32.8,58.56,1001.74,32.9,450.0,8.0,1.22,2.44,4.27,7.32,12.2,15.7,49.6,0.448,0,1,0,3,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,7.24,-1.64
2005-08-29,29.9511,-90.0715,32.8,78.89,971.99,117.9,450.0,8.0,20.39,40.78,71.36,122.34,203.9,216.3,252.9,0.95,0,2,1,3,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,25.94,-5.89
2005-08-30,29.9511,-90.0715,32.1,77.77,971.99,117.9,450.0,8.0,0.53,1.06,1.85,3.18,5.3,221.4,238.2,0.95,0,2,1,3,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,25.94,-5.89
2005-08-31,29.9511,-90.0715,32.1,77.34,971.99,117.9,450.0,8.0,0.24,0.48,0.84,1.44,2.4,211.6,233.9,0.95,0,2,1,3,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,25.94,-5.89
2005-09-01,29.9511,-90.0715,32.1,77.17,971.99,117.9,450.0,8.0,0.49,0.98,1.72,2.94,4.9,12.6,232.2,0.95,0,2,0,3,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,25.94,-5.89
2005-09-02,29.9511,-90.0715,32.1,76.84,971.99,117.9,450.0,8.0,0.0,0.0,0.0,0.0,0.0,7.3,228.9,0.95,0,2,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,25.94,-5.89
2005-09-03,29.9511,-90.0715,32.1,76.82,971.99,117.9,450.0,8.0,0.0,0.0,0.0,0.0,0.0,4.9,228.7,0.95,0,2,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,25.94,-5.89
2005-09-04,29.9511,-90.0715,31.2,76.05,971.99,117.9,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,216.5,0.95,0,2,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,25.94,-5.89
2005-09-05,29.9511,-90.0715,31.2,55.82,971.99,117.9,450.0,8.0,0.16,0.32,0.56,0.96,1.6,1.6,14.2,0.271,0,0,0,1,0,0,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,25.94,-5.89
2005-09-06,29.9511,-90.0715,31.2,55.29,1000.68,35.9,450.0,8.0,0.0,0.0,0.0,0.0,0.0,1.6,8.9,0.245,0,0,0,1,0,1,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,7.9,-1.8
2005-09-07,29.9511,-90.0715,31.2,55.05,1005.48,22.2,450.0,8.0,0.0,0.0,0.0,0.0,0.0,1.6,6.5,0.233,0,0,0,1,0,1,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,4.88,-1.11
2005-09-08,29.9511,-90.0715,31.2,54.56,1005.48,22.2,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.208,0,0,0,1,0,1,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,4.88,-1.11
2005-09-09,29.9511,-90.0715,31.2,54.56,1005.48,22.2,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.208,0,0,0,1,0,1,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,4.88,-1.11
2005-09-10,29.9511,-90.0715,31.2,54.56,1005.48,22.2,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.208,0,0,0,1,0,1,Hurricane Katrina - New Orleans,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),26,4.88,-1.11
2012-10-17,40.7128,-74.006,21.2,60.15,1005.48,22.2,450.0,8.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,0.238,0,0,0,1,0,1,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.88,-1.11
2012-10-18,40.7128,-74.006,21.2,60.15,1005.48,22.2,450.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,7.5,0.238,0,0,0,1,0,1,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.88,-1.11
2012-10-19,40.7128,-74.006,21.2,63.19,1005.48,22.2,450.0,8.0,3.04,6.08,10.64,18.24,30.4,30.4,37.9,0.39,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.88,-1.11
2012-10-20,40.7128,-74.006,21.2,63.21,1005.48,22.2,450.0,8.0,0.02,0.04,0.07,0.12,0.2,30.6,38.1,0.391,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.88,-1.11
2012-10-21,40.7128,-74.006,21.2,63.21,1005.48,22.2,450.0,8.0,0.0,0.0,0.0,0.0,0.0,30.6,38.1,0.391,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.88,-1.11
2012-10-22,40.7128,-74.006,21.2,62.66,1005.48,22.2,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.2,32.6,0.363,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.88,-1.11
2012-10-23,40.7128,-74.006,19.9,63.11,1005.48,22.2,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.353,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.88,-1.11
2012-10-24,40.7128,-74.006,19.9,63.37,1006.04,20.6,450.0,8.0,0.26,0.52,0.91,1.56,2.6,2.6,33.2,0.366,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.53,-1.03
2012-10-25,40.7128,-74.006,19.9,63.47,1006.04,20.6,450.0,8.0,0.1,0.2,0.35,0.6,1.0,3.6,34.2,0.371,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.53,-1.03
2012-10-26,40.7128,-74.006,19.9,60.43,1006.04,20.6,450.0,8.0,0.0,0.0,0.0,0.0,0.0,3.6,3.8,0.219,0,0,0,3,0,1,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.53,-1.03
2012-10-27,40.7128,-74.006,19.9,60.41,1006.81,18.4,450.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,0.218,0,0,0,3,0,1,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,4.05,-0.92
2012-10-28,40.7128,-74.006,18.9,60.95,1004.75,24.3,450.0,8.0,0.04,0.08,0.14,0.24,0.4,0.4,4.0,0.22,0,0,0,3,0,1,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,5.35,-1.21
2012-10-29,40.7128,-74.006,18.9,63.71,992.04,60.6,450.0,8.0,2.76,5.52,9.66,16.56,27.6,28.0,31.6,0.358,0,0,0,3,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,13.33,-3.03
2012-10-30,40.7128,-74.006,18.9,65.01,992.04,60.6,450.0,8.0,1.3,2.6,4.55,7.8,13.0,41.0,44.6,0.423,0,1,0,3,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,13.33,-3.03
2012-10-31,40.7128,-74.006,18.9,64.83,992.04,60.6,450.0,8.0,0.08,0.16,0.28,0.48,0.8,41.4,42.8,0.414,0,1,0,3,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,13.33,-3.03
2012-11-01,40.7128,-74.006,18.9,64.73,992.04,60.6,450.0,8.0,0.0,0.0,0.0,0.0,0.0,13.8,41.8,0.409,0,1,0,3,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,13.33,-3.03
2012-11-02,40.7128,-74.006,18.9,64.73,992.04,60.6,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.8,41.8,0.409,0,1,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,13.33,-3.03
2012-11-03,40.7128,-74.006,17.4,65.48,992.04,60.6,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,0.409,0,1,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,13.33,-3.03
2012-11-04,40.7128,-74.006,16.4,65.94,992.04,60.6,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,0.407,0,1,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,13.33,-3.03
2012-11-05,40.7128,-74.006,16.4,63.18,992.04,60.6,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.269,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,13.33,-3.03
2012-11-06,40.7128,-74.006,15.1,62.53,992.57,59.1,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.204,0,0,0,1,0,1,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,13.0,-2.95
2012-11-07,40.7128,-74.006,11.1,65.75,1004.04,26.3,450.0,8.0,1.3,2.6,4.55,7.8,13.0,13.0,13.0,0.265,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,5.79,-1.32
2012-11-08,40.7128,-74.006,11.0,66.63,1003.31,28.4,450.0,8.0,0.83,1.66,2.91,4.98,8.3,21.3,21.3,0.306,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,6.25,-1.42
2012-11-09,40.7128,-74.006,11.0,66.63,1003.31,28.4,450.0,8.0,0.0,0.0,0.0,0.0,0.0,21.3,21.3,0.306,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,6.25,-1.42
2012-11-10,40.7128,-74.006,12.2,66.03,1003.31,28.4,450.0,8.0,0.0,0.0,0.0,0.0,0.0,8.3,21.3,0.306,0,0,0,1,0,0,Hurricane Sandy - New York,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),28,6.25,-1.42
2013-06-04,30.4159,79.3283,27.8,58.38,1010.1,9.0,450.0,38.0,0.53,1.06,1.85,3.18,5.3,22.8,22.8,0.314,0,0,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.98,-0.45
2013-06-05,30.4159,79.3283,27.7,59.13,1010.13,8.9,450.0,38.0,0.7,1.4,2.45,4.2,7.0,18.7,29.8,0.349,0,0,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.96,-0.45
2013-06-06,30.4159,79.3283,27.7,59.34,1010.31,8.4,450.0,38.0,0.21,0.42,0.73,1.26,2.1,14.4,31.9,0.36,0,0,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.85,-0.42
2013-06-07,30.4159,79.3283,27.7,59.54,1010.31,8.4,450.0,38.0,0.2,0.4,0.7,1.2,2.0,11.1,33.9,0.37,0,0,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.85,-0.42
2013-06-08,30.4159,79.3283,25.9,60.71,1010.45,8.0,450.0,38.0,0.27,0.54,0.94,1.62,2.7,6.8,36.6,0.383,0,0,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.76,-0.4
2013-06-09,30.4159,79.3283,26.1,59.76,1010.45,8.0,450.0,38.0,0.26,0.52,0.91,1.56,2.6,7.3,28.1,0.341,0,0,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.76,-0.4
2013-06-10,30.4159,79.3283,26.6,59.41,1010.45,8.0,450.0,38.0,0.54,1.08,1.89,3.24,5.4,10.7,27.1,0.336,0,0,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.76,-0.4
2013-06-11,30.4159,79.3283,26.6,61.13,1010.45,8.0,450.0,38.0,2.25,4.5,7.87,13.5,22.5,30.5,44.3,0.422,0,1,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.76,-0.4
2013-06-12,30.4159,79.3283,27.1,61.27,1010.45,8.0,450.0,38.0,1.09,2.18,3.81,6.54,10.9,38.8,48.2,0.441,0,1,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.76,-0.4
2013-06-13,30.4159,79.3283,27.1,67.45,1010.45,8.0,450.0,38.0,6.39,12.78,22.36,38.34,63.9,97.3,110.0,0.75,0,2,3,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.76,-0.4
2013-06-14,30.4159,79.3283,27.1,68.36,1010.8,7.0,450.0,38.0,1.11,2.22,3.88,6.66,11.1,85.9,119.1,0.795,0,2,3,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.54,-0.35
2013-06-15,30.4159,79.3283,27.1,72.28,1010.8,7.0,450.0,38.0,4.19,8.38,14.66,25.14,41.9,116.9,158.3,0.95,0,2,3,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.54,-0.35
2013-06-16,30.4159,79.3283,27.1,81.57,1010.8,7.0,450.0,38.0,9.55,19.1,33.42,57.3,95.5,148.5,251.2,0.95,0,2,3,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.54,-0.35
2013-06-17,30.4159,79.3283,27.1,91.02,1010.8,7.0,450.0,38.0,9.99,19.98,34.96,59.94,99.9,237.3,345.7,0.95,0,2,3,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.54,-0.35
2013-06-18,30.4159,79.3283,27.1,88.89,1011.25,5.7,450.0,38.0,0.12,0.24,0.42,0.72,1.2,196.6,324.4,0.95,0,2,3,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.25,-0.29
2013-06-19,30.4159,79.3283,27.1,88.07,1011.25,5.7,450.0,38.0,0.27,0.54,0.94,1.62,2.7,103.8,316.2,0.95,0,2,3,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.25,-0.29
2013-06-20,30.4159,79.3283,25.2,82.76,1011.12,6.1,450.0,38.0,0.13,0.26,0.45,0.78,1.3,5.2,253.6,0.95,0,2,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.34,-0.3
2013-06-21,30.4159,79.3283,26.3,81.6,1010.94,6.6,450.0,38.0,0.5,1.0,1.75,3.0,5.0,9.0,247.5,0.95,0,2,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.45,-0.33
2013-06-22,30.4159,79.3283,26.7,77.79,1010.94,6.6,450.0,38.0,0.58,1.16,2.03,3.48,5.8,12.1,211.4,0.95,0,2,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.45,-0.33
2013-06-23,30.4159,79.3283,26.7,69.09,1010.94,6.6,450.0,38.0,0.85,1.7,2.97,5.1,8.5,19.3,124.4,0.822,0,2,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.45,-0.33
2013-06-24,30.4159,79.3283,26.7,61.3,1010.94,6.6,450.0,38.0,2.2,4.4,7.7,13.2,22.0,36.3,46.5,0.432,0,1,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.45,-0.33
2013-06-25,30.4159,79.3283,26.7,62.73,1010.94,6.6,450.0,38.0,1.55,3.1,5.42,9.3,15.5,46.0,60.8,0.504,0,1,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.45,-0.33
2013-06-26,30.4159,79.3283,26.7,64.07,1010.94,6.6,450.0,38.0,1.61,3.22,5.63,9.66,16.1,53.6,74.2,0.571,0,1,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.45,-0.33
2013-06-27,30.4159,79.3283,26.7,65.24,1010.94,6.6,450.0,38.0,1.3,2.6,4.55,7.8,13.0,44.6,85.9,0.63,0,1,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.45,-0.33
2013-06-28,30.4159,79.3283,26.7,65.75,1010.94,6.6,450.0,38.0,1.01,2.02,3.53,6.06,10.1,39.2,91.0,0.655,0,1,1,0,0,0,Kedarnath Debris Flow 2013,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),30,1.45,-0.33
2013-10-27,11.2444,125.0033,29.4,58.3,1007.86,15.4,450.0,8.0,0.7,1.4,2.45,4.2,7.0,21.0,30.0,0.35,0,0,0,1,0,0,Typhoon Haiyan - Tacloban Philippines,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),45,3.39,-0.77
