timestamp,temperature,humidity,surface_pressure,wind_speed,elevation,slope_degree,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,soil_moisture,hot_days_streak,flood_risk_target,landslide_risk_target,cyclone_risk_target,heatwave_risk_target,drought_risk_target
2018-01-07,28.02,96.42,994.84,46.09,183.5,46.4,1.96,2.45,3.67,5.84,10.44,20.17,25.73,0.373,0,1,1,1,0,2
2018-01-08,41.68,17.75,1027.31,33.86,1792.0,32.0,1.14,2.39,3.75,5.88,7.88,10.36,19.29,0.05,8,0,1,0,2,3
2018-01-08,45.62,32.53,992.22,81.79,624.7,1.0,4.35,9.45,12.36,18.55,28.03,34.96,50.02,0.05,5,0,0,1,2,3
2018-01-09,45.15,75.67,1024.73,62.36,1705.9,28.8,0.96,2.18,3.75,4.86,5.92,13.58,17.03,0.05,1,0,0,0,2,3
2018-01-10,5.62,58.43,1019.42,58.21,1939.4,12.6,0.85,1.36,1.67,2.16,3.26,6.79,10.03,0.303,0,0,0,0,0,2
2018-01-10,17.12,62.89,980.21,138.14,161.4,1.8,3.92,6.44,10.92,12.86,20.52,45.61,80.53,0.68,0,1,1,2,0,0
2018-01-10,8.19,82.13,959.67,66.3,1749.9,7.6,4.32,6.89,9.12,16.66,25.08,47.1,81.9,0.875,0,1,1,2,0,0
2018-01-10,47.19,55.09,1020.74,114.22,1433.2,10.1,0.33,0.73,1.56,2.15,3.34,5.85,12.6,0.05,9,0,0,1,3,3
2018-01-11,35.96,99.04,1008.61,128.73,1692.2,44.1,0.94,1.88,2.48,4.42,5.07,12.28,25.97,0.309,8,0,1,1,2,2
2018-01-11,21.0,77.51,999.71,35.83,1658.3,27.7,11.74,27.14,47.44,76.61,128.24,270.98,411.5,0.95,0,3,3,1,0,0
2018-01-12,45.12,61.93,967.06,46.23,266.8,2.1,1.0,1.97,2.62,4.69,5.49,8.95,15.23,0.05,5,0,0,1,3,3
2018-01-13,40.67,91.49,997.78,66.53,2242.7,10.9,0.96,2.11,2.79,5.23,5.8,10.44,19.1,0.178,3,0,0,1,2,3
2018-01-13,16.9,86.26,1002.04,138.02,2237.6,12.6,3.08,5.69,12.49,24.79,28.3,66.28,131.08,0.95,0,1,1,2,0,0
2018-01-14,23.37,80.81,1023.08,29.06,1586.4,40.8,8.24,18.49,28.64,48.13,59.04,78.87,142.14,0.95,0,2,2,0,0,0
2018-01-14,24.49,91.81,1026.39,92.7,1299.0,11.9,0.27,0.47,0.66,0.79,1.26,1.55,2.09,0.228,0,0,0,1,0,2
2018-01-14,15.95,90.76,1011.16,51.94,1644.9,33.2,4.3,9.0,18.48,31.2,41.14,94.74,164.89,0.95,0,1,2,1,0,0
2018-01-15,44.04,33.24,1012.84,142.47,2074.6,23.3,4.58,11.1,21.79,36.1,63.3,137.68,298.35,0.95,5,2,2,2,2,0
2018-01-15,18.98,51.2,966.0,72.1,275.9,6.3,2.72,4.83,6.35,12.29,15.71,23.36,42.49,0.349,0,1,0,1,0,1
2018-01-16,37.93,59.85,1013.61,124.3,2044.9,38.5,1.55,3.55,4.93,9.24,12.54,19.09,32.11,0.134,8,0,1,1,2,2
2018-01-16,32.15,35.68,975.56,124.57,435.6,21.6,0.27,0.57,1.21,1.44,2.48,3.55,6.15,0.05,0,0,0,2,0,2
2018-01-17,26.82,52.91,960.39,51.77,295.7,18.0,0.76,1.37,1.91,2.83,4.75,7.59,12.96,0.083,0,0,0,1,0,2
2018-01-17,22.35,74.17,987.79,159.07,104.8,24.8,10.48,22.15,26.72,51.35,78.13,132.14,208.1,0.95,0,3,3,3,0,0
2018-01-17,46.2,89.31,945.92,85.07,2398.1,6.8,0.66,1.5,1.94,2.43,3.38,7.63,16.21,0.093,3,0,0,2,3,3
2018-01-18,18.79,46.67,1017.48,157.38,2237.8,43.0,5.17,10.55,13.04,17.74,24.23,55.33,104.52,0.742,0,1,2,2,0,0
2018-01-18,43.04,93.95,943.41,41.7,1319.9,10.1,1.28,2.7,4.65,6.79,8.29,13.46,25.13,0.207,7,0,0,1,3,3
2018-01-18,16.28,49.24,1003.78,140.99,313.7,36.4,12.6,18.82,35.76,57.99,68.83,156.76,295.4,0.95,0,3,3,2,0,0
2018-01-19,47.84,56.66,1017.67,144.34,2348.0,7.5,2.4,4.59,5.68,6.68,8.85,16.92,31.24,0.05,3,0,0,1,3,3
2018-01-19,20.53,36.14,1004.28,132.38,866.5,46.5,5.3,12.32,21.06,30.05,35.42,79.0,111.67,0.72,0,1,2,2,0,0
2018-01-19,43.16,73.76,940.1,76.17,2134.4,3.4,3.18,7.89,13.78,19.29,32.3,66.78,146.33,0.913,9,1,1,2,3,0
2018-01-21,16.59,88.31,950.07,106.37,1551.5,44.0,1.87,4.33,8.92,16.45,25.48,59.65,112.98,0.95,0,1,2,2,0,0
2018-01-21,29.68,32.88,987.38,28.02,1113.0,44.4,1.43,1.98,2.69,4.65,5.74,13.35,22.06,0.05,0,0,1,0,0,2
2018-01-21,24.45,46.45,949.97,102.82,1269.0,28.1,3.92,8.74,18.85,35.67,47.63,68.74,105.72,0.693,0,1,2,2,0,0
2018-01-22,40.64,54.27,992.08,139.07,1627.7,34.7,4.61,7.97,12.31,19.7,26.72,35.4,49.7,0.196,1,0,1,2,1,2
2018-01-22,14.48,48.69,992.07,92.01,615.3,48.7,1.66,2.68,3.88,6.02,7.1,11.63,25.31,0.267,0,0,1,1,0,1
2018-01-25,45.2,61.96,941.1,104.55,1865.9,19.4,2.0,3.12,6.71,10.84,19.12,35.8,58.97,0.251,8,0,1,2,3,2
2018-01-25,26.18,21.22,1024.4,37.66,2143.8,35.8,7.76,10.18,12.69,18.85,28.62,42.95,91.49,0.454,0,1,1,0,0,1
2018-01-25,35.18,85.93,1000.45,6.87,629.8,12.8,0.8,1.88,4.13,7.64,13.03,26.27,49.67,0.409,9,0,0,0,2,2
2018-01-26,6.14,27.96,964.43,78.57,1814.8,19.4,5.0,8.38,16.38,28.21,39.95,78.26,130.41,0.948,0,1,2,2,0,0
2018-01-26,43.62,80.32,987.48,72.23,1383.1,0.4,0.88,1.91,3.26,3.76,5.2,9.94,13.09,0.053,3,0,0,1,2,3
2018-01-26,32.87,52.4,1026.02,104.13,1186.0,25.5,5.54,10.84,20.12,36.68,61.32,108.13,130.99,0.807,0,2,2,1,0,0
2018-01-26,42.24,68.19,997.05,111.54,1572.1,32.9,5.28,11.39,14.46,23.51,31.83,76.15,114.41,0.681,8,1,2,2,3,1
2018-01-27,5.85,31.56,995.62,55.69,2118.2,34.6,3.54,7.01,9.87,18.3,29.85,47.42,78.61,0.623,0,1,2,1,0,0
2018-01-27,16.79,19.9,1004.45,79.15,1936.8,16.1,5.57,9.63,17.93,22.07,28.29,64.94,102.07,0.612,0,1,1,1,0,0
2018-01-27,19.06,66.4,990.74,138.49,469.2,3.8,0.87,1.57,2.97,4.92,8.15,19.35,32.89,0.361,0,0,0,2,0,1
2018-01-27,45.87,48.19,960.36,123.83,645.5,0.8,1.92,4.49,8.77,10.27,14.42,22.04,37.65,0.05,5,0,0,2,3,3
2018-01-27,46.27,90.04,1029.29,22.23,983.3,36.6,0.16,0.23,0.42,0.8,1.08,2.26,3.29,0.05,8,0,1,0,3,3
2018-01-28,14.96,17.72,976.12,120.14,1343.3,21.1,0.62,0.84,1.43,2.64,4.75,10.93,14.56,0.05,0,0,0,2,0,2
2018-01-28,32.16,86.46,973.51,111.78,2006.4,38.8,0.16,0.3,0.38,0.63,1.1,1.55,3.09,0.131,0,0,1,2,0,2
2018-01-28,22.24,82.46,1028.56,149.58,1936.0,49.1,6.56,14.36,25.15,30.68,37.31,49.14,60.23,0.591,0,1,2,2,0,1
2018-01-29,34.33,44.91,980.47,54.46,2257.4,37.7,0.05,0.09,0.13,0.15,0.27,0.57,1.23,0.05,0,0,1,1,0,3
2018-01-30,25.98,89.35,1013.83,83.45,1685.4,20.3,1.26,2.1,4.28,5.96,7.63,9.93,15.9,0.293,0,0,0,1,0,2
2018-01-30,47.28,19.02,953.29,8.23,126.3,19.1,6.74,9.14,17.63,29.71,47.93,74.67,158.04,0.676,2,2,1,1,2,1
2018-01-30,38.35,49.55,964.2,68.37,1655.2,38.9,1.24,1.77,3.78,5.24,8.59,19.49,34.84,0.097,7,0,1,1,2,2
2018-01-31,27.03,79.85,985.04,88.76,1671.3,0.3,1.32,1.81,3.01,4.73,7.04,12.13,19.26,0.257,0,0,0,1,0,2
2018-01-31,31.67,36.9,958.64,23.67,17.7,37.8,3.42,5.63,7.56,14.07,23.98,51.4,83.48,0.424,0,1,1,1,0,1
2018-01-31,36.72,64.09,994.12,30.12,696.6,49.5,5.96,7.38,9.8,13.51,22.16,48.62,103.57,0.644,7,1,2,0,2,1
2018-01-31,35.72,10.48,1010.55,127.18,1405.6,46.7,5.32,8.96,14.36,17.45,22.88,47.29,62.76,0.114,1,0,1,1,0,2
2018-01-31,33.05,24.07,1018.74,17.85,198.5,31.0,0.59,1.18,1.83,2.46,2.88,4.72,7.94,0.05,0,0,0,0,0,2
2018-02-01,21.93,57.97,1013.17,83.72,502.6,30.5,7.73,15.65,32.58,48.78,69.6,92.65,192.26,0.95,0,2,2,1,0,0
2018-02-01,27.31,58.67,1027.59,68.69,1668.8,9.8,3.15,5.03,6.05,11.82,16.35,24.26,45.86,0.326,0,0,0,0,0,1
2018-02-02,33.48,77.96,946.85,21.45,955.9,31.1,0.87,1.6,2.0,2.94,4.67,6.88,12.63,0.139,0,0,1,1,1,2
2018-02-02,43.5,41.96,1003.91,62.96,2393.3,12.9,2.29,4.8,5.82,8.23,13.39,25.28,47.15,0.089,5,0,0,1,2,3
2018-02-02,16.13,85.06,1005.97,63.4,1653.7,6.2,4.67,11.09,19.67,35.64,49.37,97.81,196.69,0.95,0,2,1,1,0,0
2018-02-02,41.34,99.97,971.41,135.59,2242.0,30.9,2.8,4.09,5.51,7.37,12.18,19.25,29.85,0.285,2,0,1,2,2,2
2018-02-03,34.2,26.94,942.6,107.96,2391.3,18.7,1.58,2.06,4.11,5.07,7.95,16.29,30.81,0.05,0,0,0,2,0,2
2018-02-03,11.74,33.7,998.63,74.95,919.8,28.8,0.82,1.46,2.77,4.27,7.66,13.8,30.22,0.253,0,0,1,1,0,1
2018-02-03,24.8,89.17,969.17,144.26,453.8,43.0,7.94,11.8,19.55,34.11,59.13,113.75,168.1,0.95,0,2,3,3,0,0
2018-02-03,17.28,48.86,973.21,99.29,299.9,39.5,7.49,9.16,19.91,33.39,47.2,89.52,171.24,0.95,0,2,2,2,0,0
2018-02-04,37.17,88.89,1029.36,155.42,353.4,32.8,1.19,1.43,2.86,4.16,6.15,8.84,18.74,0.198,7,0,1,2,2,2
2018-02-04,30.03,54.24,1015.29,36.93,701.2,23.9,0.68,0.94,1.15,1.74,2.64,4.22,7.93,0.05,0,0,0,0,0,2
2018-02-05,33.67,74.12,1004.68,134.71,2436.0,43.9,1.77,3.86,8.49,16.52,29.02,41.7,87.68,0.618,0,1,2,2,1,1
2018-02-06,23.56,31.54,966.16,125.93,1409.0,15.8,0.77,0.97,2.01,2.53,3.62,5.39,9.3,0.05,0,0,0,2,0,2
2018-02-06,10.9,42.76,975.61,56.99,335.6,34.2,0.35,0.84,1.48,2.01,2.9,6.32,13.25,0.193,0,0,1,1,0,2
2018-02-06,46.32,98.1,1006.24,50.93,1035.7,9.5,0.11,0.22,0.36,0.64,1.14,2.09,4.04,0.054,6,0,0,0,3,3
2018-02-06,25.94,38.05,1028.55,65.63,682.9,34.2,2.62,3.72,5.39,7.16,8.33,13.69,21.87,0.077,0,0,1,0,0,2
2018-02-07,27.11,86.05,1024.06,51.18,266.2,15.2,3.31,6.94,9.77,16.15,19.73,32.15,69.03,0.619,0,1,1,0,0,1
2018-02-07,25.07,52.81,966.79,83.72,1935.3,31.5,1.02,1.65,2.42,4.82,7.73,13.86,17.7,0.131,0,0,1,2,0,2
2018-02-07,28.51,83.32,1012.76,4.92,1097.1,29.1,1.82,3.93,7.28,10.45,18.64,31.8,50.37,0.467,0,0,1,0,0,1
2018-02-07,10.94,93.57,1029.69,13.34,1541.0,48.0,2.71,3.33,6.63,10.18,13.31,28.48,58.25,0.747,0,1,2,0,0,1
2018-02-08,17.88,25.94,1027.43,49.28,1856.0,30.0,1.14,2.31,3.35,4.27,7.59,15.86,23.02,0.104,0,0,1,0,0,2
2018-02-10,24.18,65.94,943.89,128.46,2379.6,46.6,0.3,0.39,0.71,1.29,2.18,4.76,9.37,0.15,0,0,1,3,0,2
2018-02-10,24.82,89.38,1018.21,118.7,2124.2,18.4,0.74,1.59,2.7,5.25,5.98,8.74,16.67,0.31,0,0,0,1,0,2
2018-02-10,6.09,83.73,962.86,116.28,2219.9,7.7,3.24,7.13,13.51,15.9,23.2,30.81,65.04,0.791,0,1,1,2,0,0
2018-02-11,39.41,31.39,953.12,128.7,1709.1,17.4,3.66,6.72,14.42,21.28,34.67,46.65,95.22,0.398,3,1,1,3,1,1
2018-02-11,26.8,28.15,1022.64,33.9,1836.0,3.5,5.66,13.26,21.0,27.69,39.2,47.83,94.85,0.505,0,1,1,0,0,0
2018-02-12,23.72,11.0,966.79,15.18,109.0,19.1,2.1,2.93,4.53,8.92,13.6,31.21,47.19,0.132,0,1,0,1,0,1
2018-02-13,36.22,84.8,999.53,1.01,864.4,47.1,14.04,30.97,49.32,70.34,87.23,136.44,188.61,0.95,6,2,3,1,2,0
2018-02-13,7.23,77.09,963.3,135.52,2498.2,47.7,1.77,4.06,7.1,8.52,12.88,20.85,33.41,0.536,0,0,2,2,0,1
2018-02-13,47.44,31.5,969.07,144.19,1257.2,48.8,0.75,1.59,2.47,4.62,5.36,12.46,22.06,0.05,4,0,1,2,2,3
2018-02-13,34.46,10.52,947.12,49.15,2065.3,1.2,10.03,20.1,33.98,39.84,48.1,96.86,180.88,0.914,0,2,1,2,0,0
2018-02-13,44.17,38.12,1017.63,101.34,1735.0,19.1,1.71,2.33,4.04,6.58,8.38,15.32,28.66,0.05,4,0,0,1,2,3
2018-02-13,41.01,56.1,1006.67,116.62,1690.9,20.5,0.04,0.09,0.18,0.26,0.44,0.79,1.44,0.05,7,0,0,1,2,3
2018-02-13,11.94,29.54,1021.45,59.96,274.8,39.2,2.0,4.21,6.79,12.74,18.57,24.67,39.43,0.291,0,1,1,0,0,1
2018-02-14,5.42,66.03,961.18,101.7,698.2,31.2,1.73,3.48,5.67,9.2,13.1,30.41,58.77,0.668,0,0,1,2,0,1
2018-02-14,23.69,81.42,947.38,81.25,1001.1,31.9,11.96,25.38,32.3,43.36,69.15,93.98,175.5,0.95,0,2,2,2,0,0
2018-02-14,36.11,23.02,946.29,106.18,1266.6,1.8,2.26,3.08,3.74,7.3,12.23,28.22,46.41,0.063,8,0,0,2,2,2
2018-02-15,10.65,86.88,953.26,97.24,1608.0,14.2,4.66,6.68,8.11,16.03,28.66,44.67,64.49,0.758,0,1,1,2,0,0
2018-02-15,43.37,73.25,1024.52,18.91,27.4,5.4,0.14,0.33,0.45,0.76,0.84,1.44,2.86,0.05,2,0,0,0,2,3
2018-02-15,16.03,99.03,1020.02,30.89,1467.4,49.7,0.48,0.65,0.92,1.11,1.32,2.49,2.99,0.355,0,0,1,0,0,2
2018-02-15,15.33,47.66,982.86,36.4,1541.8,12.6,3.13,4.55,6.27,11.08,13.7,19.88,40.78,0.357,0,0,0,1,0,1
2018-02-15,20.35,40.8,986.99,33.54,1804.8,33.7,3.04,4.67,7.25,11.63,20.25,46.21,63.75,0.425,0,0,1,1,0,1
2018-02-15,43.03,10.51,1025.75,65.14,980.4,31.2,3.37,5.43,9.51,14.99,18.27,31.76,43.88,0.05,3,0,1,0,2,3
2018-02-15,30.21,15.01,1002.48,68.93,1362.1,31.3,3.21,5.97,12.57,17.4,19.98,28.21,45.23,0.074,0,0,1,1,0,2
2018-02-16,23.86,54.67,1018.1,12.32,1686.4,36.2,5.53,10.08,12.44,15.91,27.05,55.37,120.11,0.835,0,1,2,0,0,0
2018-02-17,36.19,59.0,997.98,63.74,2069.5,34.7,5.76,13.59,19.2,29.32,33.33,74.73,143.24,0.888,4,1,2,1,1,0
2018-02-17,17.15,62.07,954.41,16.94,1945.6,48.9,4.68,11.1,20.83,28.27,37.54,80.75,167.15,0.95,0,1,3,1,0,0
2018-02-17,32.77,22.15,988.53,95.8,242.7,34.9,2.44,3.06,4.07,5.86,7.18,12.2,22.79,0.05,0,0,1,1,0,2
2018-02-18,36.31,13.4,966.7,40.38,2494.9,8.4,1.56,3.2,5.85,10.53,14.78,29.46,63.29,0.126,5,0,0,1,1,2
2018-02-18,15.8,60.25,959.91,71.32,2237.4,38.7,1.78,3.35,5.3,8.97,13.39,18.29,23.46,0.3,0,0,1,2,0,1
2018-02-19,28.63,24.12,1014.9,63.06,610.2,29.1,0.04,0.08,0.13,0.22,0.29,0.53,0.79,0.05,0,0,0,0,0,2
2018-02-19,17.67,60.13,945.4,67.19,1882.7,23.0,0.24,0.44,0.71,0.96,1.55,2.96,4.71,0.155,0,0,0,2,0,2
2018-02-20,43.44,99.93,959.2,93.88,192.5,23.8,0.81,1.23,2.7,4.4,6.23,9.62,15.4,0.168,4,0,0,2,3,3
2018-02-20,24.53,38.64,958.03,113.45,838.6,14.3,6.81,11.34,19.36,32.22,43.67,53.59,96.91,0.594,0,1,1,2,0,0
2018-02-20,7.47,48.12,952.28,149.66,878.1,19.1,5.35,7.31,15.19,24.01,39.33,89.73,165.93,0.95,0,1,2,3,0,0
2018-02-21,13.08,17.04,974.32,40.96,411.7,41.2,2.48,6.19,10.91,12.9,20.65,31.2,38.38,0.21,0,0,1,1,0,1
2018-02-21,32.7,33.85,995.61,19.06,2213.0,33.8,2.31,5.74,10.92,15.85,24.52,36.79,54.58,0.206,0,0,1,0,0,2
2018-02-22,12.53,27.14,979.18,76.32,707.5,12.8,0.81,1.23,2.02,3.56,4.58,6.66,12.41,0.093,0,0,0,1,0,2
2018-02-22,18.01,22.11,944.44,106.63,1043.3,40.6,1.96,2.37,4.25,7.41,11.45,14.32,21.74,0.075,0,0,1,2,0,2
2018-02-22,41.12,15.54,1019.05,104.32,557.6,43.5,7.6,16.55,23.73,36.19,59.26,144.78,295.22,0.95,4,2,3,1,2,0
2018-02-22,12.15,35.35,986.42,30.05,644.3,28.0,5.74,8.69,16.15,27.66,46.77,112.78,137.1,0.95,0,1,2,1,0,0
2018-02-23,7.12,30.79,985.88,114.05,1630.5,36.9,5.75,7.73,15.23,22.08,27.52,38.31,77.46,0.599,0,1,1,2,0,0
2018-02-23,14.78,37.0,976.78,11.63,1911.6,3.7,5.64,13.46,21.63,33.18,38.89,47.02,57.65,0.422,0,1,0,1,0,1
2018-02-23,21.96,74.71,957.16,58.45,871.0,36.7,2.03,3.12,6.41,12.56,16.83,21.56,39.04,0.414,0,0,1,1,0,1
2018-02-24,21.47,42.38,1003.6,144.27,951.8,16.7,4.51,9.37,15.07,22.83,32.5,41.01,75.5,0.501,0,1,1,2,0,1
2018-02-24,8.38,72.09,1007.94,13.87,981.1,6.6,4.28,5.48,10.76,18.58,26.16,48.61,71.99,0.757,0,1,1,0,0,0
2018-02-24,31.59,80.36,998.52,99.25,710.7,3.9,1.29,2.85,5.0,8.04,9.81,18.28,38.55,0.343,0,0,0,1,0,2
2018-02-25,24.71,21.46,998.81,6.97,59.0,34.0,1.59,2.35,3.73,5.62,7.23,14.37,28.94,0.053,0,0,1,0,0,2
2018-02-25,24.57,93.32,1020.84,2.91,279.5,13.3,4.54,6.66,11.72,21.2,33.2,69.58,108.43,0.944,0,2,1,0,0,0
2018-02-26,15.69,24.77,977.79,68.96,701.3,38.8,0.59,1.19,2.05,2.9,4.27,7.13,13.79,0.059,0,0,1,1,0,2
2018-02-26,40.9,18.42,1013.57,147.49,1890.2,22.9,6.59,12.01,17.88,24.25,36.67,61.14,105.09,0.384,1,1,1,2,1,1
2018-02-26,31.84,46.71,973.47,121.17,2409.7,5.5,13.54,22.16,48.43,88.37,112.28,155.65,240.37,0.95,0,3,2,3,0,0
2018-02-27,46.16,69.17,1006.95,30.56,780.9,38.0,7.84,12.57,23.1,31.89,36.91,85.87,183.28,0.95,9,2,2,0,3,1
2018-02-27,23.37,27.52,982.61,64.77,2390.8,43.1,0.12,0.21,0.4,0.78,1.04,1.63,3.29,0.05,0,0,1,1,0,2
2018-02-27,17.1,53.59,1019.11,44.03,998.0,12.2,2.44,3.63,4.78,6.55,9.93,15.79,28.49,0.287,0,0,0,0,0,1
2018-02-27,32.86,15.54,959.77,114.94,1140.9,29.3,2.57,4.61,5.98,9.33,16.05,33.27,72.15,0.23,0,0,1,2,0,1
2018-02-27,24.37,51.39,962.97,46.86,428.8,31.9,0.37,0.69,0.9,1.16,1.81,2.5,3.61,0.05,0,0,0,1,0,2
2018-02-28,15.85,72.96,1006.44,116.23,25.8,22.2,3.62,8.94,14.72,25.07,42.74,95.47,187.82,0.95,0,2,2,1,0,0
2018-02-28,45.67,72.39,992.98,68.07,455.0,12.9,0.13,0.27,0.56,0.72,1.04,1.36,1.83,0.05,8,0,0,1,3,3
2018-02-28,6.93,30.43,1025.16,81.89,1697.0,25.1,3.86,6.87,10.71,19.81,26.39,37.14,61.56,0.493,0,1,1,1,0,1
2018-03-01,8.65,34.2,1014.96,68.07,644.2,31.2,0.34,0.43,0.89,1.09,1.61,3.25,4.5,0.115,0,0,0,0,0,2
2018-03-01,39.88,21.12,949.5,64.53,732.2,18.4,2.3,3.95,7.31,13.35,18.71,24.46,49.64,0.05,9,0,0,2,2,2
2018-03-01,7.27,81.51,1001.47,3.04,2344.3,2.6,4.02,7.37,10.12,17.52,21.8,37.39,77.84,0.854,0,1,1,0,0,0
2018-03-02,20.25,23.94,1022.32,65.69,2139.6,19.1,0.05,0.11,0.2,0.41,0.73,1.19,1.99,0.05,0,0,0,0,0,2
2018-03-02,31.72,32.81,1018.06,31.43,2316.1,30.4,0.32,0.53,1.12,1.96,2.67,6.11,8.45,0.05,0,0,0,0,0,2
2018-03-03,6.25,33.59,1012.34,158.95,450.5,29.5,3.46,5.35,6.43,8.26,12.34,25.91,36.12,0.346,0,0,1,2,0,1
2018-03-03,41.44,88.92,974.3,148.26,1651.5,47.1,3.65,5.29,6.42,12.77,17.02,26.81,42.83,0.316,6,0,1,2,3,2
2018-03-04,44.94,64.95,997.45,35.36,532.7,47.0,0.14,0.17,0.33,0.52,0.77,1.27,2.07,0.05,9,0,1,0,3,3
2018-03-04,20.96,97.8,1013.31,147.25,1073.2,48.9,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.28,0,0,1,2,0,2
2018-03-04,39.37,78.77,943.15,33.24,693.6,13.8,0.3,0.68,1.23,1.84,2.68,5.65,7.82,0.052,4,0,0,1,2,3
2018-03-04,29.84,17.47,990.64,67.45,1274.5,9.2,2.42,3.57,4.82,6.88,9.66,22.63,39.12,0.05,0,0,0,1,0,2
2018-03-04,9.16,51.19,998.46,85.73,154.5,23.0,0.18,0.41,0.68,0.76,1.14,2.46,3.94,0.191,0,0,0,1,0,2
2018-03-05,14.05,26.81,977.42,116.19,1795.6,31.5,0.28,0.64,0.77,1.03,1.56,2.58,5.45,0.05,0,0,0,2,0,2
2018-03-05,47.85,97.66,955.27,130.1,216.6,25.2,1.84,2.87,5.62,9.34,11.13,23.89,31.81,0.222,5,0,1,3,3,3
2018-03-05,14.89,62.72,977.85,148.31,1576.6,20.1,6.01,8.67,14.5,28.1,47.59,70.86,150.47,0.95,0,2,2,2,0,0
2018-03-05,25.28,72.52,1011.09,63.05,2413.1,11.1,2.55,4.25,5.68,10.41,18.16,28.16,34.89,0.342,0,0,0,1,0,1
2018-03-06,9.75,54.78,990.44,30.2,2266.1,41.7,0.66,0.9,1.46,2.35,3.24,6.74,10.1,0.244,0,0,1,0,0,2
2018-03-06,45.71,35.0,1020.1,24.16,501.1,39.7,2.95,5.98,12.52,15.54,27.24,43.24,82.97,0.271,7,0,1,0,3,2
