timestamp,latitude,longitude,temperature,humidity,surface_pressure,wind_speed,elevation,slope_degree,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,soil_moisture,hot_days_streak,flood_risk_target,landslide_risk_target,cyclone_risk_target,heatwave_risk_target,drought_risk_target
2018-01-05,11.1659,92.8276,37.91,30.52,952.97,101.52,1200.7,42.1,2.67,4.63,7.59,13.1,14.58,33.56,64.24,0.196,9,0,1,2,2,2
2018-01-06,18.5981,-66.1407,34.0,29.28,990.28,53.23,187.6,3.6,4.98,9.65,17.79,29.32,35.01,48.38,70.27,0.263,0,1,0,1,0,2
2018-01-07,10.1515,77.4277,45.7,25.44,1017.52,32.86,165.9,7.3,4.33,5.91,7.11,12.23,19.06,42.96,76.37,0.177,3,1,0,0,2,2
2018-01-08,14.3338,120.6326,35.29,35.44,1019.98,17.97,2358.5,41.4,4.08,9.49,17.56,21.99,31.0,39.86,63.36,0.236,5,0,1,0,1,2
2018-01-09,10.6888,-67.0855,32.47,76.73,954.12,82.02,1636.1,47.5,0.86,1.11,1.59,2.46,3.8,6.29,10.28,0.118,0,0,1,2,0,2
2018-01-09,14.4442,120.6624,38.69,64.25,976.32,77.73,341.6,15.3,0.08,0.13,0.17,0.28,0.49,1.02,1.44,0.05,8,0,0,1,2,3
2018-01-09,12.7642,79.8041,28.72,59.41,1008.37,11.25,21.6,34.4,10.8,15.46,20.64,28.37,45.15,95.45,203.95,0.95,0,3,2,0,0,0
2018-01-09,13.6725,100.2842,15.21,71.55,1021.75,84.42,2103.6,6.4,2.38,4.16,5.02,7.3,9.92,19.88,42.51,0.453,0,0,0,1,0,1
2018-01-10,35.9093,139.5384,30.59,63.22,1016.1,101.81,1777.1,15.9,1.91,2.33,2.96,4.17,5.2,11.31,21.22,0.142,0,0,0,1,0,2
2018-01-11,14.2354,121.4048,25.76,40.29,1009.24,75.3,1230.0,43.4,2.3,3.19,4.15,5.58,7.17,15.65,30.66,0.141,0,0,1,1,0,2
2018-01-12,28.9051,77.6045,13.51,60.43,955.57,150.33,1039.1,38.2,5.57,7.5,12.82,24.35,33.3,43.78,86.0,0.689,0,1,2,3,0,0
2018-01-12,-5.9766,106.6098,21.62,77.24,1020.1,34.36,2007.4,6.7,0.91,1.71,2.52,2.86,3.74,8.55,11.75,0.228,0,0,0,0,0,2
2018-01-12,11.7861,93.0526,30.05,82.18,956.09,8.01,1895.4,31.3,6.03,14.3,20.4,25.61,34.28,77.25,93.78,0.686,0,1,2,1,0,0
2018-01-12,18.5834,-66.4353,34.24,81.62,949.1,93.57,1267.2,14.4,1.07,2.03,3.73,4.2,6.29,8.83,11.84,0.134,0,0,0,2,1,2
2018-01-12,20.4266,86.2297,9.04,73.7,962.22,112.57,19.6,15.3,3.4,7.63,14.33,20.92,33.53,61.86,124.55,0.95,0,2,1,2,0,0
2018-01-12,18.8151,-66.2535,10.06,52.93,1023.2,137.84,247.2,35.8,5.74,8.76,14.23,23.75,33.42,44.63,85.06,0.681,0,1,2,1,0,0
2018-01-12,10.6801,-66.629,16.05,33.9,945.75,151.7,1987.6,19.2,10.22,20.57,38.6,63.46,103.43,145.33,256.13,0.95,0,3,3,3,0,0
2018-01-13,35.5636,139.9135,13.53,92.94,1012.08,122.81,2218.9,17.3,7.62,18.27,25.73,30.8,36.23,59.89,120.31,0.95,0,1,1,2,0,0
2018-01-13,25.5076,-80.505,23.19,47.31,964.09,34.97,960.0,20.0,2.04,4.57,8.0,8.93,13.07,27.64,34.73,0.221,0,0,0,1,0,1
2018-01-13,11.798,93.0818,35.12,76.51,966.51,54.65,2377.2,18.3,5.01,8.73,16.71,28.66,44.92,99.98,213.88,0.95,8,2,2,1,2,0
2018-01-14,12.9684,80.1888,38.19,38.44,981.05,127.07,404.5,45.5,1.75,2.79,3.83,5.65,10.09,18.05,29.82,0.05,6,0,1,2,2,3
2018-01-15,19.3693,72.4431,40.07,63.31,1024.93,123.72,1682.5,3.4,0.4,0.86,1.19,1.34,2.33,5.29,7.5,0.05,5,0,0,1,2,3
2018-01-15,15.2839,75.7211,28.89,57.55,989.08,127.9,238.9,23.5,3.33,4.47,7.7,11.61,14.58,22.0,28.3,0.176,0,0,1,2,0,2
2018-01-15,22.6921,88.2404,17.52,45.07,959.45,143.78,988.2,12.9,0.99,1.88,3.91,7.35,13.14,21.86,46.22,0.334,0,0,0,3,0,1
2018-01-16,11.5266,92.4107,45.34,86.53,1019.86,93.05,2300.1,39.0,9.84,15.13,25.4,45.57,68.62,148.31,322.29,0.95,7,3,3,1,3,0
2018-01-17,10.0425,76.7993,34.65,36.78,998.54,131.83,965.1,39.9,0.59,1.29,2.18,2.79,3.86,9.21,18.27,0.05,0,0,1,2,0,2
2018-01-17,18.4394,-65.6656,18.69,91.42,951.37,95.26,1636.8,24.5,4.15,5.84,11.49,13.93,19.23,24.81,43.3,0.516,0,0,1,2,0,1
2018-01-18,13.7795,-86.824,14.48,24.01,957.74,35.39,144.7,44.5,1.35,1.91,3.39,5.86,9.54,19.68,24.61,0.131,0,0,1,1,0,2
2018-01-18,23.6564,90.275,13.51,87.6,969.93,48.73,930.5,46.4,0.31,0.68,1.03,1.83,3.28,5.31,7.06,0.319,0,0,1,1,0,2
2018-01-18,12.0497,92.8083,25.42,70.27,1014.18,45.22,259.8,21.1,0.85,1.46,3.05,4.76,7.55,15.2,30.71,0.28,0,0,0,0,0,1
2018-01-18,28.9289,77.3394,24.78,59.2,1004.51,24.97,184.7,41.6,6.14,11.22,20.15,33.76,48.4,73.02,122.78,0.811,0,2,2,0,0,0
2018-01-18,14.7514,121.0542,8.77,96.82,967.77,13.05,1293.3,15.3,1.55,2.52,3.59,6.73,8.65,16.16,23.25,0.506,0,0,0,1,0,1
2018-01-19,18.7153,72.6925,28.1,83.66,1005.24,17.23,900.3,12.4,17.19,36.07,44.83,81.59,142.75,228.39,420.69,0.95,0,3,3,1,0,0
2018-01-19,25.1061,82.6062,21.98,90.16,992.08,35.2,296.4,25.1,2.78,4.45,7.86,9.08,10.91,20.24,25.54,0.37,0,0,1,1,0,1
2018-01-19,14.5118,120.7097,41.49,67.2,1008.32,119.09,856.3,13.5,5.65,9.34,18.8,21.73,24.79,57.32,105.95,0.59,4,1,1,1,2,1
2018-01-19,-6.1131,106.6496,34.83,43.97,978.62,110.5,2332.4,8.2,0.23,0.33,0.61,0.77,1.16,2.21,3.3,0.05,0,0,0,2,0,3
2018-01-19,13.3615,80.2045,27.01,95.3,1017.36,144.09,188.3,29.9,0.88,1.48,2.68,4.19,6.09,13.26,24.96,0.344,0,0,1,1,0,2
2018-01-19,22.1393,88.4983,25.25,73.71,977.31,37.02,1433.3,44.6,9.26,14.91,24.97,31.69,56.95,135.39,250.41,0.95,0,2,3,1,0,0
2018-01-19,20.2077,85.4364,38.17,18.66,1002.55,101.18,557.1,32.9,9.86,12.39,18.43,26.73,46.23,108.86,178.98,0.856,4,2,2,1,1,0
2018-01-20,18.6374,72.8467,12.1,26.33,996.04,18.19,1369.1,28.4,8.2,16.0,33.39,37.56,59.83,73.7,142.2,0.898,0,2,2,1,0,0
2018-01-21,23.9422,90.4436,31.34,30.71,1010.72,68.34,1134.9,47.9,1.16,1.94,3.51,6.33,7.52,15.66,33.17,0.062,0,0,1,1,0,2
2018-01-21,28.3833,77.1921,24.68,37.69,996.83,127.19,1244.6,2.7,9.83,15.27,30.89,54.07,75.11,95.24,204.55,0.95,0,2,2,2,0,0
2018-01-22,24.9049,82.8585,46.22,27.14,969.55,4.43,1889.1,15.3,3.11,3.88,7.15,10.89,17.51,37.6,48.48,0.05,8,0,0,1,3,3
2018-01-22,25.0947,82.6429,14.91,82.78,973.64,120.34,1592.8,14.8,0.48,1.04,1.85,2.48,3.64,7.04,8.46,0.294,0,0,0,2,0,2
2018-01-22,19.9846,85.909,32.2,60.9,1025.45,145.26,1052.0,14.0,2.49,5.22,8.15,12.47,16.32,27.96,60.32,0.361,0,0,0,1,0,1
2018-01-22,15.7077,75.9552,26.62,44.12,975.09,125.27,789.0,10.4,0.31,0.55,0.9,1.6,2.01,3.33,6.69,0.05,0,0,0,2,0,2
2018-01-23,15.0602,75.6678,29.48,17.94,1011.69,144.53,1058.0,17.9,0.91,1.42,2.53,4.34,5.78,9.29,15.34,0.05,0,0,0,2,0,2
2018-01-23,24.2702,90.9052,44.18,82.34,1002.88,33.48,207.4,31.6,0.74,1.62,2.04,3.1,4.33,10.0,20.99,0.104,5,0,1,0,3,3
2018-01-23,-5.7634,106.6484,11.38,65.25,949.74,104.94,1274.0,32.0,3.12,5.33,7.36,9.9,14.52,28.78,56.97,0.549,0,0,1,2,0,1
2018-01-23,15.4434,75.3756,43.07,28.78,1000.05,33.29,999.0,26.2,3.01,5.79,10.28,13.54,18.7,23.28,45.83,0.05,7,0,1,0,2,3
2018-01-23,35.1709,140.1299,15.08,71.99,1027.58,73.51,1737.4,24.0,1.98,3.35,5.54,7.72,12.54,28.2,58.74,0.557,0,0,1,1,0,1
2018-01-24,25.9005,-80.2727,30.09,45.97,947.88,65.9,472.2,5.2,7.21,14.64,22.59,42.65,57.88,86.44,144.66,0.84,0,2,1,2,0,0
2018-01-24,23.51,90.8833,20.62,43.32,999.94,73.45,1949.3,7.9,5.46,6.97,9.58,15.57,26.44,39.75,60.71,0.389,0,0,0,1,0,1
2018-01-24,-6.5202,107.1684,11.65,65.57,960.14,6.32,1121.7,16.2,5.67,12.38,21.7,28.96,41.21,84.18,106.85,0.86,0,1,2,1,0,0
2018-01-24,29.7254,-89.8093,20.42,74.15,1027.35,29.11,1003.3,8.3,0.59,1.16,1.59,2.36,4.21,6.73,13.96,0.239,0,0,0,0,0,2
2018-01-24,13.9271,100.568,25.8,70.98,996.71,120.47,1797.7,21.4,0.75,1.1,2.02,2.64,3.72,4.95,6.55,0.129,0,0,0,1,0,2
2018-01-25,24.2631,90.6415,17.9,34.05,1016.74,14.96,981.7,39.5,5.87,8.02,13.14,19.5,25.87,59.52,110.3,0.681,0,1,2,0,0,0
2018-01-25,30.4434,-90.1444,27.56,82.57,1006.85,5.13,1513.3,21.2,2.13,4.65,7.87,14.23,22.75,42.39,82.85,0.643,0,1,1,0,0,1
2018-01-25,25.3754,83.1446,23.45,90.03,1016.67,112.97,1784.7,20.1,6.25,14.49,27.76,33.49,55.28,97.15,175.72,0.95,0,2,2,1,0,0
2018-01-25,13.3566,80.0973,35.53,27.16,1010.16,39.5,1771.3,22.1,15.01,28.46,50.35,70.21,113.33,203.3,247.63,0.95,3,3,3,1,1,0
2018-01-27,14.0176,100.6925,24.04,44.15,989.61,116.6,271.9,38.1,0.09,0.16,0.28,0.52,0.78,1.08,1.85,0.05,0,0,1,2,0,2
2018-01-27,30.1324,-89.5809,26.04,58.86,971.58,102.67,2153.4,37.7,2.17,5.09,10.62,15.87,27.06,32.63,41.33,0.289,0,0,1,2,0,1
2018-01-27,28.1749,76.9669,23.79,18.29,967.62,63.31,1148.6,26.3,1.13,2.07,3.43,4.64,7.8,14.47,22.17,0.05,0,0,0,1,0,2
2018-01-27,24.2018,90.6628,44.18,62.73,955.77,29.06,319.0,15.1,1.67,3.6,4.94,8.3,11.98,28.75,56.83,0.239,8,0,0,1,3,2
2018-01-27,10.6227,-67.1505,28.81,42.9,972.56,139.32,1088.0,19.8,0.14,0.23,0.45,0.77,0.97,1.64,2.29,0.05,0,0,0,2,0,2
2018-01-27,23.7028,90.4372,26.11,57.54,1006.46,34.8,566.9,41.0,0.89,1.55,2.83,4.3,7.49,13.58,19.11,0.144,0,0,1,0,0,2
2018-01-28,28.6193,77.652,21.31,43.11,967.27,121.99,680.0,14.2,0.17,0.4,0.8,1.07,1.57,2.79,3.59,0.05,0,0,0,2,0,2
2018-01-28,18.6561,72.9231,8.67,79.62,978.48,82.33,1591.5,19.5,0.18,0.27,0.37,0.7,1.13,1.97,2.49,0.299,0,0,0,1,0,2
2018-01-28,35.9269,139.9345,11.95,17.79,955.07,108.12,2383.5,28.6,0.46,0.65,1.09,1.82,2.85,5.39,11.78,0.05,0,0,0,2,0,2
2018-01-29,28.2776,77.3645,22.74,72.82,1007.42,43.85,42.3,8.9,1.07,2.45,4.91,8.0,12.77,24.84,49.16,0.432,0,1,0,0,0,1
2018-01-29,-5.704,107.1405,17.32,38.35,979.12,37.85,49.1,42.3,11.79,18.98,28.56,31.58,49.78,109.04,146.83,0.935,0,2,3,1,0,0
2018-01-29,-6.6871,107.0013,38.63,40.76,984.1,37.83,2374.0,12.9,1.88,3.79,7.54,8.6,11.27,21.22,38.58,0.075,2,0,0,1,1,2
2018-01-29,25.89,-80.415,25.84,22.67,986.17,52.16,1992.0,33.5,1.04,1.85,3.41,4.22,7.5,9.83,21.17,0.05,0,0,1,1,0,2
2018-01-30,13.6992,-87.6579,19.86,48.24,978.61,120.03,341.1,8.0,3.45,6.51,8.71,15.52,20.65,33.87,54.88,0.382,0,1,0,2,0,1
2018-01-30,25.3244,-80.3211,14.54,34.99,955.25,112.69,1786.8,30.8,8.74,13.27,25.73,32.13,36.87,44.25,78.79,0.519,0,1,1,3,0,1
2018-01-30,10.461,-66.557,37.55,88.27,977.86,12.17,844.8,18.4,1.25,2.29,3.14,5.81,10.08,15.26,28.25,0.236,4,0,0,0,2,2
2018-01-30,35.7026,139.669,42.0,42.4,988.99,41.91,1044.7,32.9,4.96,10.75,20.03,29.51,33.23,60.79,76.3,0.288,4,1,1,1,2,2
2018-01-30,35.6452,139.2143,15.3,53.49,986.91,56.29,1669.8,9.2,2.5,4.5,8.74,16.1,25.19,39.46,74.56,0.57,0,1,1,1,0,1
2018-02-01,10.1725,-67.0092,30.63,73.39,999.85,40.18,1571.4,22.4,0.98,2.22,3.72,6.66,9.27,18.16,36.63,0.284,0,0,1,0,0,2
2018-02-01,10.0333,-66.5277,30.71,86.2,1026.13,107.34,2280.5,20.6,5.45,12.67,15.81,21.41,34.65,54.69,66.56,0.529,0,1,1,1,0,1
2018-02-01,12.9981,80.155,17.13,59.13,1019.54,114.92,641.2,19.4,0.19,0.23,0.36,0.61,1.04,1.79,2.47,0.128,0,0,0,1,0,2
2018-02-02,25.1428,83.1573,33.62,76.23,977.76,41.89,143.2,45.7,3.05,6.28,10.19,13.11,23.56,55.62,114.58,0.757,0,1,2,1,1,0
2018-02-03,14.0931,100.0106,36.3,32.79,1009.93,24.58,1137.6,38.1,1.15,2.54,4.52,6.41,8.95,20.69,29.33,0.05,9,0,1,0,2,2
2018-02-03,25.7059,82.7528,9.04,93.66,1001.76,148.43,2073.5,16.7,0.42,0.76,0.93,1.13,1.43,2.86,4.89,0.374,0,0,0,2,0,2
2018-02-03,10.115,77.3426,41.35,56.05,952.0,7.72,1491.6,3.8,0.26,0.44,0.61,0.77,1.11,1.71,2.43,0.05,7,0,0,1,2,3
2018-02-04,25.0012,82.6013,16.19,51.13,951.6,132.73,1980.0,42.9,2.07,4.1,7.91,10.69,16.5,28.48,44.82,0.365,0,0,1,3,0,1
2018-02-04,18.9129,72.9861,8.9,93.41,952.3,102.78,1946.8,36.1,5.8,12.11,19.39,35.23,61.25,105.62,177.95,0.95,0,2,3,2,0,0
2018-02-04,22.2407,88.7384,37.16,51.5,1004.31,138.15,816.5,11.3,3.68,8.82,16.37,28.43,43.81,71.93,133.4,0.73,1,1,1,2,1,0
2018-02-05,10.6117,77.4758,18.52,63.61,965.9,103.23,941.7,11.2,3.32,4.28,7.54,14.17,22.64,36.08,75.81,0.595,0,1,1,2,0,0
2018-02-05,-6.6393,107.3011,45.8,45.33,1026.71,17.8,385.6,31.7,0.08,0.1,0.19,0.23,0.4,0.68,1.41,0.05,9,0,0,0,3,3
2018-02-06,14.9165,121.3311,19.76,71.3,1011.65,50.49,2363.6,42.4,5.58,11.49,14.19,15.86,19.28,44.35,62.86,0.537,0,0,2,0,0,1
2018-02-06,22.2278,88.5711,9.96,55.0,977.49,11.44,545.5,23.6,5.78,13.38,22.26,31.67,56.0,131.9,183.4,0.95,0,2,2,1,0,0
2018-02-07,22.6597,88.207,8.95,63.12,1014.75,60.13,109.5,34.4,9.29,19.14,32.93,42.28,46.96,95.5,136.66,0.95,0,2,2,1,0,0
2018-02-07,18.7389,72.9679,16.54,69.24,1009.26,128.09,192.3,19.4,1.61,3.72,6.67,9.86,17.47,24.34,38.01,0.402,0,1,1,1,0,1
2018-02-07,35.9225,140.0871,24.37,96.45,974.01,143.02,2239.2,12.0,5.6,9.63,19.51,28.49,46.18,81.29,116.07,0.942,0,1,1,3,0,0
2018-02-07,25.5085,-80.3736,44.88,40.52,1012.23,92.87,2341.2,23.2,5.22,11.08,18.26,31.71,40.68,54.78,89.03,0.333,1,1,1,1,2,2
2018-02-08,25.8743,-80.1604,12.12,31.45,1014.14,112.33,1934.7,47.5,6.99,12.75,18.87,29.36,45.42,72.78,143.44,0.929,0,1,2,1,0,0
2018-02-08,35.3407,139.1787,46.24,36.39,945.78,100.83,1557.0,45.2,1.24,1.77,3.11,4.82,7.72,17.46,30.73,0.05,5,0,1,2,3,3
2018-02-08,10.4149,77.0266,37.24,77.88,999.14,79.58,361.6,16.2,0.52,1.08,1.45,2.41,3.82,6.69,8.93,0.071,9,0,0,1,2,3
2018-02-09,12.6674,80.7288,26.74,37.0,967.15,145.37,1657.2,44.7,3.0,6.87,13.42,25.47,36.99,75.29,102.44,0.565,0,1,2,3,0,0
2018-02-09,18.3498,-65.7619,40.6,41.55,1015.23,114.37,1059.8,33.7,5.13,9.61,15.36,18.15,19.98,46.45,68.16,0.246,5,0,1,1,2,2
2018-02-10,16.5686,81.652,29.73,30.7,949.6,56.46,1119.1,43.5,1.87,3.22,5.82,7.36,12.59,21.57,45.96,0.157,0,0,1,2,0,2
2018-02-10,10.3466,77.0286,40.34,43.11,1017.11,142.67,1681.6,17.4,2.14,3.98,6.43,11.14,18.27,22.2,30.01,0.05,3,0,0,1,2,3
2018-02-10,13.6104,100.0871,11.14,27.21,969.73,15.73,2186.2,0.8,2.31,3.11,4.59,8.45,10.25,24.18,33.99,0.235,0,0,0,1,0,1
2018-02-10,10.8161,-67.3225,30.71,60.32,992.12,73.62,342.4,1.5,0.17,0.4,0.67,0.95,1.32,2.62,4.13,0.05,0,0,0,1,0,2
2018-02-11,35.513,140.1381,20.84,19.36,982.37,40.98,845.8,34.0,2.58,3.48,7.19,11.57,18.93,24.52,30.58,0.09,0,0,1,1,0,2
2018-02-11,13.7982,100.0918,8.77,95.12,965.44,114.02,1727.6,40.2,1.72,3.4,5.19,6.68,11.96,27.31,45.45,0.637,0,0,1,2,0,1
2018-02-11,24.8565,82.581,8.15,56.12,953.32,117.42,664.0,21.6,0.32,0.49,0.93,1.14,1.77,4.07,7.65,0.229,0,0,0,2,0,2
2018-02-13,15.204,75.9655,14.26,29.84,966.25,102.96,1470.7,16.7,0.77,1.5,1.98,2.41,3.3,6.21,11.97,0.081,0,0,0,2,0,2
2018-02-13,25.6956,-80.0806,32.73,33.4,979.5,54.7,29.4,15.4,2.33,4.47,9.12,11.78,14.21,31.88,68.28,0.281,0,1,0,1,0,1
2018-02-14,23.9799,90.6164,42.58,48.89,961.62,64.48,1734.9,2.5,0.11,0.19,0.34,0.54,0.84,1.18,2.05,0.05,1,0,0,1,2,3
2018-02-14,25.7164,83.3258,41.27,84.55,945.96,83.44,538.1,15.7,0.08,0.17,0.35,0.45,0.6,0.87,1.85,0.05,7,0,0,2,3,3
2018-02-14,25.8359,-80.2931,42.39,77.22,989.6,72.7,445.4,15.0,5.2,9.07,18.09,22.04,32.09,63.42,108.88,0.646,7,1,1,1,3,1
2018-02-14,22.6569,88.8236,23.89,34.4,983.63,145.22,314.3,22.4,1.49,3.34,6.42,9.9,13.77,27.83,59.92,0.314,0,0,1,2,0,1
2018-02-14,10.6824,-67.2507,29.2,40.94,995.24,15.79,128.7,26.0,0.69,0.89,1.57,2.29,3.32,7.03,13.27,0.05,0,0,0,0,0,2
2018-02-14,29.1072,77.4449,21.52,70.05,985.01,115.0,2307.0,6.0,4.33,6.39,10.05,11.32,13.53,21.43,33.04,0.329,0,0,0,2,0,1
2018-02-15,14.214,100.0219,9.77,63.64,963.5,148.91,1649.3,46.8,6.61,11.76,21.2,37.09,55.81,71.09,118.75,0.943,0,2,3,3,0,0
2018-02-15,35.9593,139.1812,25.23,78.97,966.91,2.83,1605.1,46.7,3.27,4.39,6.54,11.73,14.81,28.57,45.79,0.416,0,0,1,1,0,1
2018-02-16,13.6653,-87.6483,35.28,26.48,956.02,150.34,1715.6,2.5,1.78,3.06,5.72,7.44,9.14,11.86,19.31,0.05,5,0,0,3,1,2
2018-02-16,-6.1004,106.4188,8.27,70.7,959.61,136.34,1512.8,44.6,9.74,13.67,22.72,28.54,40.45,70.39,136.26,0.95,0,1,2,3,0,0
2018-02-16,20.4679,85.6981,20.48,16.81,1008.09,27.65,1307.6,10.7,2.71,5.14,9.23,12.91,14.75,28.27,58.36,0.255,0,0,0,0,0,1
2018-02-16,23.3773,90.5959,16.67,85.27,1026.61,115.89,1675.5,41.2,0.07,0.16,0.23,0.36,0.51,0.88,1.45,0.245,0,0,1,1,0,2
2018-02-17,25.2353,83.0421,18.01,63.53,961.3,45.96,1699.6,19.4,0.24,0.4,0.84,1.1,1.41,1.98,2.91,0.143,0,0,0,1,0,2
2018-02-17,13.9804,100.0727,11.62,74.33,946.52,69.02,367.5,32.1,0.84,1.42,1.71,3.23,5.26,7.35,12.08,0.308,0,0,1,2,0,2
2018-02-17,24.84,83.1358,19.87,87.87,1016.21,104.45,1134.7,29.9,4.58,10.86,14.22,19.2,31.61,53.45,100.08,0.844,0,1,2,1,0,0
2018-02-18,19.8046,85.6171,17.16,70.59,1014.86,37.75,452.1,1.0,1.86,4.24,8.53,10.25,12.74,21.53,42.64,0.431,0,0,0,0,0,1
2018-02-18,23.5008,90.4628,17.9,50.07,1010.28,151.0,145.0,39.1,1.25,2.33,3.4,5.41,7.29,11.67,14.45,0.155,0,0,1,2,0,2
2018-02-19,14.4824,-87.3884,9.31,68.1,954.69,73.17,1744.3,33.9,1.25,1.91,3.05,3.82,6.81,10.99,23.33,0.371,0,0,1,2,0,1
2018-02-20,16.7309,81.2713,15.42,67.88,951.2,81.43,602.7,15.3,1.62,2.4,4.75,5.8,8.13,19.33,34.56,0.384,0,0,0,2,0,1
2018-02-21,25.5578,83.3902,13.44,25.55,970.23,26.74,267.3,32.7,0.84,1.68,3.32,5.38,6.37,12.03,19.17,0.114,0,0,1,1,0,2
2018-02-22,35.3017,140.0047,18.87,33.15,960.18,128.33,687.1,44.5,12.26,23.12,30.72,43.0,71.31,117.01,150.59,0.92,0,2,3,3,0,0
2018-02-22,14.0815,100.6822,22.1,33.28,987.11,12.44,2216.3,14.5,7.61,13.68,26.88,34.88,42.65,94.65,133.73,0.786,0,1,2,1,0,0
2018-02-23,35.7396,139.9068,32.67,56.95,946.55,19.38,1396.7,38.2,5.04,10.52,19.93,22.63,39.07,88.58,153.41,0.921,0,1,2,1,0,0
2018-02-23,16.2811,81.4774,19.46,20.45,977.71,33.3,1319.2,32.8,1.82,2.63,3.61,3.98,6.33,9.52,20.67,0.05,0,0,1,1,0,2
2018-02-24,25.4185,-80.292,10.38,69.41,983.75,73.84,910.9,44.6,1.0,1.58,3.27,5.72,6.35,14.52,20.71,0.351,0,0,1,1,0,1
2018-02-25,13.5293,80.4485,44.68,15.9,966.24,14.86,2269.4,20.6,1.33,1.86,2.49,3.96,4.49,8.59,16.96,0.05,3,0,0,1,2,3
2018-02-25,-6.2749,106.4634,37.99,56.94,983.01,26.35,2025.5,2.6,1.09,1.99,4.13,7.14,9.7,19.95,42.52,0.179,9,0,0,1,2,2
2018-02-25,12.7133,80.2787,44.56,29.57,1012.76,133.88,854.7,8.1,5.61,6.92,12.16,16.7,25.34,54.4,110.36,0.419,8,1,1,2,3,2
2018-02-25,10.0142,76.7125,22.11,64.95,1019.97,66.53,1373.0,37.9,1.01,1.34,2.43,3.39,4.63,10.72,17.24,0.202,0,0,1,0,0,2
2018-02-26,10.4117,76.6828,16.7,35.52,979.2,97.34,848.9,21.9,0.7,0.89,1.35,1.55,2.03,4.48,7.02,0.054,0,0,0,1,0,2
2018-02-27,11.7751,93.0854,41.1,88.85,950.9,75.58,2308.5,7.6,0.73,1.32,1.74,3.11,5.08,11.27,18.09,0.143,6,0,0,2,3,3
2018-02-27,-5.8798,106.959,43.25,19.3,1010.39,49.03,436.5,34.0,7.92,16.77,24.85,34.36,42.35,92.7,121.17,0.452,6,1,2,1,2,1
2018-02-27,13.2153,80.5424,29.24,60.67,999.19,129.13,1676.4,7.2,0.07,0.1,0.12,0.17,0.22,0.27,0.35,0.05,0,0,0,2,0,2
2018-02-27,14.486,-86.7354,20.47,51.15,968.55,7.83,176.4,1.5,2.62,5.09,7.52,13.24,22.79,31.17,39.02,0.29,0,1,0,1,0,1
